motrpac_comp_id	motrpac_comp_name	super_class	main_class	sub_class	multicomp_flag	formula	monoisotopic_mass	hmdb_id	refmet_id	cas_id	kegg_id	chebi_id	pubchem_id	lipidmaps_id	inchi_key	notes_comments
M06010003.003	PC(16:0)>PC(0:0/16:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C24H50NO7P	495.3319	HMDB0010382	14994	NA	C04230	NA	NA	LMGP01050018*	ASWBNKHCZGQVJV-HSZRJFAPSA-N*	NA
M06010004.000	PC(16:1)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C24H48NO7P	493.3163	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010004.001	PC(16:1)>PC(16:1_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C24H48NO7P	493.3163	HMDB0010383	NA	76790-27-7	C04230	NA	NA	LMGP01050021*	LFUDDCMNKWEORN-BREAQWACSA-N*	NA
M06010005.000	PC(17:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C25H52NO7P	509.3476	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010005.001	PC(17:0)>PC(17:0_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C25H52NO7P	509.3476	HMDB0012108	NA	NA	C04230	580913	NA	LMGP01050024*	SRRQPVVYXBTRQK-XMMPIXPASA-N*	NA
M06010005.002	PC(17:0)>PC(17:0/0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C25H52NO7P	509.3476	HMDB0012108	NA	NA	C04230	580913	NA	LMGP01050024*	SRRQPVVYXBTRQK-XMMPIXPASA-N*	NA
M06010005.003	PC(17:0)>PC(0:0/17:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C25H52NO7P	509.3476	HMDB0012108	NA	NA	C04230	580913	NA	LMGP01050024*	SRRQPVVYXBTRQK-XMMPIXPASA-N*	NA
M06010006.000	PC(17:1)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C25H50NO7P	507.3319	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010006.001	PC(17:1)>PC(17:1_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C25H50NO7P	507.3319	NA	NA	NA	NA	NA	NA	LMGP01059AAM*	LPMGFNAQZPADDZ-FJIRUFBNSA-N*	NA
M06010007.000	PC(18:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H54NO7P	523.3632	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010007.001	PC(18:0)>PC(18:0_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H54NO7P	523.3632	HMDB0010384	NA	NA	C04230	73858	497299	LMGP01059AAO*	IHNKQIMGVNPMTC-RUZDIDTESA-N*	NA
M06010007.002	PC(18:0)>PC(18:0/0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H54NO7P	523.3632	HMDB0010384	NA	NA	C04230	73858	497299	LMGP01059AAO*	IHNKQIMGVNPMTC-RUZDIDTESA-N*	NA
M06010007.003	PC(18:0)>PC(0:0/18:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H54NO7P	523.3632	HMDB0010384	NA	NA	C04230	73858	497299	LMGP01059AAO*	IHNKQIMGVNPMTC-RUZDIDTESA-N*	NA
M06010008.000	PC(18:1)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H52NO7P	521.3476	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010008.001	PC(18:1)>LPC(18:1)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H52NO7P	521.3476	HMDB0002815	NA	3542-29-8	C04230	NA	NA	LMGP01059AAP*	PZRFVAHZNWPPAC-CFQHJMILSA-N*	NA
M06010008.002	PC(18:1)>PC(18:1_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H52NO7P	521.3476	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010009.000	PC(18:2)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H50NO7P	519.3319	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010009.001	PC(18:2)>PC(18:2_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H50NO7P	519.3319	HMDB0010386	NA	NA	C04230	NA	NA	LMGP01059AAY*	CLDXAAPENVNFAW-JRMAHNDFSA-N*	NA
M06010009.002	PC(18:2)>PC(18:2/0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H50NO7P	519.3319	HMDB0010386	NA	NA	C04230	NA	NA	LMGP01059AAY*	CLDXAAPENVNFAW-JRMAHNDFSA-N*	NA
M06010009.003	PC(18:2)>PC(0:0/18:2)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H50NO7P	519.3319	HMDB0010386	NA	NA	C04230	NA	NA	LMGP01059AAY*	CLDXAAPENVNFAW-JRMAHNDFSA-N*	NA
M06010010.000	PC(18:3)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H48NO7P	517.3163	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010010.001	PC(18:3)>PC(18:3_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H48NO7P	517.3163	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010011.000	PC(18:4)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H46NO7P	515.3006	NA	NA	NA	NA	NA	NA	NA	NA	NA
M06010011.001	PC(18:4)>PC(18:4_0:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C26H46NO7P	515.3006	HMDB0010389	NA	NA	C04230	NA	NA	LMGP01059AA6*	RVSJNDKZLRQIIG-VDNIJTNNSA-N*	NA
M06010012.000	PC(19:0)	Glycerophospholipids	Glycerophosphocholines	NA	FALSE	C27H56NO7P	537.3789	NA	NA	NA	NA	NA	NA	NA	NA	NA
